发布者,发布时间,正文,点赞数,回复数,转发数,浏览量,话题标签,关键词,链接,被回复的用户ID,被回复的帖子链接,转发原帖用户ID,转发原帖正文,转发原帖链接,AI有效,AI无效原因,语言,转发原帖语言
@Spartan1O4,2026-01-07T14:25:41.000Z,That looks like so much fun!!!,2,1,0,38,,A-整体讨论,https://x.com/Spartan1O4/status/2008907899867660403,"[""@kasia__xoxo_"", ""@Disney"", ""and 7 others""]","[""https://x.com/kasia__xoxo_/status/2008895353018601473""]",,,,False,与Lululemon无关 内容不提及Lululemon，仅表达乐趣,en,
@kasia__xoxo_,2026-01-07T15:20:33.000Z,It's a blast!,2,0,0,35,,A-整体讨论,https://x.com/kasia__xoxo_/status/2008921704714719613,"[""@Spartan1O4"", ""@Disney"", ""and 7 others""]","[""https://x.com/Spartan1O4/status/2008907899867660403""]",,,,False,与Lululemon无关 无实质内容且与品牌无关,en,
@CollinSherwin,2026-01-07T15:12:48.000Z,Couldn’t be me helping to send Saks Fifth Avenue into bankruptcy,2,0,0,152,,A-整体讨论,https://x.com/CollinSherwin/status/2008919755063791923,"[""@UCF_Collapse"", ""@lululemon"", ""@USouthFlorida""]",[],,,,False,与Lululemon无关 内容仅涉及Saks破产，无Lululemon关联,en,
@elliewhitford_,2026-01-05T18:10:35.000Z,"Monday gym fit, a little sparkle for the new year #Lululemon#ryderwear",27,1,1,2902,#Lululemon #ryderwear,A-整体讨论,https://x.com/elliewhitford_/status/2008239719780352001,[],[],,,,True,有效 提及Lululemon品牌，原创英文内容,en,
@WarPath2pt0,2026-01-07T13:30:14.000Z,Gm to everyone except those of you that started attending the gym Jan 1 so you can sit on equipment and scroll your phone--,503,81,20,8253,,A-整体讨论,https://x.com/WarPath2pt0/status/2008893946718785810,[],[],,,,False,与Lululemon无关 内容与Lululemon无关,en,
@Feeding_Freedom,2026-01-07T13:39:26.000Z,Or the girls in $500 worth of brand-new lululemon doing nothing but taking selfies of their own ass in the mirror for an hour then leaving.,6,2,0,131,,A-整体讨论,https://x.com/Feeding_Freedom/status/2008896259285831995,"[""@WarPath2pt0""]","[""https://x.com/WarPath2pt0/status/2008893946718785810""]",,,,True,有效 提及Lululemon且含批判性观点,en,
@6abc,2026-01-06T12:30:09.000Z,Burglars smash through front door of Lululemon store at Suburban Square in Ardmore,1,7,0,6321,,A-整体讨论,https://x.com/6abc/status/2008516437321670673,[],[],,,,True,有效 涉及Lululemon门店抢劫事件,en,
@arno39,2026-01-06T23:39:25.000Z,"thank you 
@lululemon
 for sponsoring my padel addiction",15,3,0,1109,,A-整体讨论,https://x.com/arno39/status/2008684862723813744,[],[],,,,True,有效 提及Lululemon赞助，表达感谢,en,
@MenswearDeals,2026-01-06T06:00:07.000Z,"40% OFF the Lululemon Wunder Puff 600 Down-Fill Jacket ""Tech Canvas"" BUY HERE: https://buff.ly/1i0F5Ck",1,1,0,1487,,A-整体讨论,https://x.com/MenswearDeals/status/2008418282672451814,[],[],,,,False,优惠券折扣码 含折扣信息和购买链接,en,
@MenswearDeals,2026-01-06T05:15:02.000Z,Over 55% OFF the Lululemon Smooth Spacer Shorts BUY HERE: https://buff.ly/NZuLSHG,1,1,0,1821,,A-整体讨论,https://x.com/MenswearDeals/status/2008406936983605727,[],[],,,,False,优惠券折扣码 含折扣信息和购买链接,en,
@peacoats,2026-01-07T10:42:47.000Z,he would've been banned from the local lululemon like james neal ‍,1,0,0,221,,A-整体讨论,https://x.com/peacoats/status/2008851803870507097,"[""@paulasoldestson""]",[],,,,True,有效 提及lululemon与詹姆斯尼尔，相关讨论,en,
@thejacqinthebox,2026-01-06T22:39:24.000Z,john tavares 2022 lululemon olympic photo shoot but it’s shane hollander,6,1,0,255,,A-整体讨论,https://x.com/thejacqinthebox/status/2008669759420899361,[],[],,,,True,有效 涉及lululemon奥运拍摄相关讨论,en,
@MenswearDeals,2026-01-06T05:00:05.000Z,Over 40% OFF the Lululemon ABC Regular Joggers BUY HERE: https://buff.ly/wIvn9On,1,1,0,1378,,A-整体讨论,https://x.com/MenswearDeals/status/2008403173807948066,[],[],,,,False,广告 含折扣促销链接,en,
@forcethehabit,2026-01-06T13:46:53.000Z,"Amex has dropped the ball so badly over the past few years. Have had the UK Centurion for 10 years and the service level has gone from 8/10 to 1/10. Amex is becoming the charge card equivalent of Audemars Piguet unfortunately 
@Amex",20,1,0,5293,,A-整体讨论,https://x.com/forcethehabit/status/2008535744911180280,"[""@darian314"", ""@Amex""]",[],,,,False,与Lululemon无关 内容关于Amex信用卡服务，与Lululemon无关,en,
@leftcurvecletus,2026-01-06T14:03:41.000Z,"I dont care about $50 off at Lululemon, or access to a shitty airport lounge. But I would pay $900/ a year for a card w/ good service.",3,1,0,151,,A-整体讨论,https://x.com/leftcurvecletus/status/2008539975911191036,"[""@forcethehabit"", ""@darian314"", ""@Amex""]","[""https://x.com/forcethehabit/status/2008535744911180280""]",,,,False,优惠券折扣码 提及Lululemon打折但不聚焦品牌,en,
@emtd44,2026-01-05T21:50:23.000Z,"@lululemon
 I was at your YEG store yesterday, returning something, buying something and exchanging something. Your staff could not have been nicer! Great customer service. Thank you.",0,1,0,47,,A-整体讨论,https://x.com/emtd44/status/2008295033791750354,[],[],,,,True,有效 真实顾客体验，涉及品牌门店服务,en,
@lululemon,2026-01-05T21:55:25.000Z,We love to hear it—and we'll be sure to pass the lululemon love along to our friends in Edmonton.,0,0,0,55,,A-整体讨论,https://x.com/lululemon/status/2008296304322244947,"[""@emtd44""]","[""https://x.com/emtd44/status/2008295033791750354""]",,,,False,纯转发 官方账号提及，无新观点或实质内容,en,
@sunnyright,2026-01-07T02:24:47.000Z,I encounter the same issue when I go into Lululemon,23,2,2,3439,,A-整体讨论,https://x.com/sunnyright/status/2008726478159311372,[],[],@cremieuxrecueil,Women grope the Victor Noir statue because of a myth that it'll enhance fertility and help them bag a husband.,https://x.com/cremieuxrecueil/status/2008726271946354903,True,有效 用户提及进入Lululemon遇到问题,en,en
@queenAlly22,2026-01-07T14:58:11.000Z,May or may not have dropped over $1k on Lululemon… Thinking I should make a haul video hahaha,18,1,2,3457,,A-整体讨论,https://x.com/queenAlly22/status/2008916079179915435,[],[],,,,True,有效 讨论Lululemon消费和视频想法,en,
@PilatesFirm,2026-01-05T23:07:37.000Z,"Pilates Tutorial #2: Hip Mobility & Stability using the Merrithew Stability Chair and Merrithew Fitness Circle (to help aid shoulder stability) - 
@STOTT_PILATES
@Athleta
@onepeloton
@lululemon
#Pilates#Fitness#Motivation#Training#Merrithew#Tutorial#Hip#Workout#NewYears",1,0,0,103,#2 #Pilates #Fitness #Motivation #Training #Merrithew #Tutorial #Hip #Workout #NewYears,A-整体讨论,https://x.com/PilatesFirm/status/2008314473015099863,[],[],,,,False,广告 推广普拉提教程及品牌联名,en,
@erica_smith,2026-01-05T21:30:15.000Z,"@lululemon
 I’m really about done after the horrible customer service, denial of a claim of an item I never received, and the third shipment in a row that’s been messed up. I have been waiting on refunds for days. This is the worst I’ve experienced from Lulu.",0,5,3,187,,A-整体讨论,https://x.com/erica_smith/status/2008289968372813858,[],[],,,,True,有效 投诉客服与退款，与Lululemon相关,en,
@BlaQccChidori,2026-01-07T04:10:39.000Z,I finally discovered what this “Lululemon” is (I thought it was a restaurant or a toy doll). And bruh… You mean to tell me that all these bitches and rap broads been going crazy over white women Ski/hiking gear? Is this like that whole Quarter-Zip thing?,2,1,0,131,,A-整体讨论,https://x.com/BlaQccChidori/status/2008753119157723171,[],[],,,,True,有效 讨论Lululemon品牌认知，英文原创内容,en,
@Usernametooshor,2026-01-07T07:08:43.000Z,"@grok
 put her a lululemon outfit",1,1,0,1920,,A-整体讨论,https://x.com/Usernametooshor/status/2008797933656043724,"[""@oliviagarcia_xo"", ""@grok""]",[],,,,True,有效 提及Lululemon品牌，相关讨论,en,
@netiblogpro,2026-01-06T17:45:36.000Z,"Dakota Johnson wore a Lululemon Focuser Scoop-Neck Bra and Glow Up Super-High-Rise Tight 28 leaving Tracy Anderson gym in Studio City January 2026. Dakota Johnson is photographed on January 5, 2026, stepping out of the Tracy Anderson gym in Studio City, looking exactly like so…",3,1,0,535,,A-整体讨论,https://x.com/netiblogpro/status/2008595821801931139,[],[],,,,True,有效 与Lululemon品牌穿搭相关，真实英文内容,en,
@SamanthaWojArt,2026-01-06T22:10:46.000Z,"To celebrate 30 days from the Opening Ceremonies of the 
@Olympics
 Here is a painting I did of the Sidney Crosby with hockey equipment as a paintbrush. 
@lululemon
@TeamCanada
 . #Olympics2026",9,1,0,2016,#Olympics2026,A-整体讨论,https://x.com/SamanthaWojArt/status/2008662552906264733,[],[],,,,False,与Lululemon无关 内容为奥运会绘画，与品牌无关,en,
@MenswearDeals,2026-01-06T05:30:07.000Z,50% OFF the Lululemon License to Train Textured Shorts BUY HERE: https://buff.ly/11tBIQ9,1,1,0,2127,,A-整体讨论,https://x.com/MenswearDeals/status/2008410729502613697,[],[],,,,False,优惠券折扣码 含50%折扣和购买链接,en,
@FoxNews,2026-01-07T07:00:11.000Z,Video shows masked thieves using sledgehammer in brazen Lululemon heist before fleeing in U-Haul,73,48,25,44311,,A-整体讨论,https://x.com/FoxNews/status/2008795786142732693,[],[],,,,True,有效 报道Lululemon抢劫事件，相关新闻,en,
@sulliv50474,2026-01-07T08:56:32.000Z,Lululemon?! Not Cartier? Or Tiffany's?Hmmmm,2,1,0,112,,A-整体讨论,https://x.com/sulliv50474/status/2008825067694936469,"[""@FoxNews""]","[""https://x.com/FoxNews/status/2008795786142732693""]",,,,False,与Lululemon无关 仅提及品牌名，无实质关联内容,en,
@TheSportsIndex,2026-01-05T19:22:42.000Z,"New year new innovation; 
@NotreDame
@TheMasters
 new capitalism twist; 
@Chiefs
 star bonds finlit tool; 
@lululemon
 founder proxy fight to regain board control; Donald Trump Jr. partners w/ MMA; Quantum money; Sports Index sports stock market sports business",4,2,2,134,,A-整体讨论,https://x.com/TheSportsIndex/status/2008257871860166707,[],[],,,,True,有效 提及Lululemon创始人与董事会代理权争夺,en,
@chernybrini,2026-01-07T02:02:10.000Z,him and his lululemon beanie against the world,18,0,0,251,,A-整体讨论,https://x.com/chernybrini/status/2008720785737937301,[],[],,,,True,有效 提及Lululemon品牌相关内容,en,
@phenrikand,2026-01-06T05:20:03.000Z,"Some observations from my trip to China/HK: - Shanghai overall feels very modern. Majority EVs on the streets. Much more even with ICE cars in Beijing, HK, Jiangmen and Guangzhao. - Car market is super regional. Roewe most sighted car in Shanghai vs BYD in Beijing, XPeng in Guangzhao etc. Plenty of Tesla's on roads in all cities. Spotted some YYYs. - Can't go without Alipay. Even places that on paper accept credit cards, sometimes don't know how to use the terminal. Annoyingly, Alipay charges 3% intl card fees for larger purchases. Only place I saw cash was in Hong Kong. - You will survive in China with Alipay, Didi mini app, Wechat and Amap. - Many/most restaurants will have a Wechat mini app for ordering, paying your food. - Food delivery is huge but hard for foreigner's without a local number. Some hotels have delivery robots that will take the food to the right floor/room. - No tickets for sightseeing in China, it's all just scanning your passport and face recognition. - McDonald's, KFC and Starbucks are the three international chains that are everywhere, even in smaller cities. - Larger shopping centres will have all the regular Western brands like Apple, Lululemon, Nike etc. Interestingly they all had Salomon and Arc'teryx - well done Amer Sports! - English comprehension is generally poor but translations apps help a lot. - My take is that economy is doing poorly, half empty shopping malls in Shanghai and Beijing. Much busier in HK. Anecdotally some domestic demand is down 50%, apartment prices 20%+ since Covid. - No crypto to be seen in mainland. In HK big billboards advertising crypto plus physical shops for buying/selling in malls. - Trains between major cities travel at 350 km/h and leaves on the dot. - All Western social media, most news sites and crypto sites are blocked by the Chinese firewall. The exception in Bing which apparently agreed to censor. Some high end hotels have partly unblocked social media through their Wifi. eSIMs generally route through Singapore, avoiding the Chinese firewall.",7,2,0,233,,A-整体讨论,https://x.com/phenrikand/status/2008408199859462344,[],[],,,,False,与Lululemon无关 内容提及Lululemon但仅作品牌举例，非核心话题,en,
@Sanjay_Trime,2026-01-05T03:06:55.000Z,"@lululemon
 I bought these 2 yoga mats a few years ago and they are extremely slippery. I can barely hold a position as my feet keep slipping on them. I live in India, and you do not have an outlet here. Extremely disappointed with the quality and functionality of these mats.",0,2,2,164,,A-整体讨论,https://x.com/Sanjay_Trime/status/2008012305834054123,[],[],,,,True,有效 用户反馈Lululemon瑜伽垫质量问题,en,
@lululemon,2026-01-05T12:21:49.000Z,"Thanks for sharing this feedback. We recommend cleaning your mat with a gentle cleanser and storing it out of direct sunlight, which can help with grip. If you’d like to chat more, feel free to send us a private message.",0,1,0,49,,A-整体讨论,https://x.com/lululemon/status/2008151951457071137,"[""@Sanjay_Trime""]","[""https://x.com/Sanjay_Trime/status/2008012305834054123""]",,,,True,有效 品牌官方回应，与产品相关,en,
@Sanjay_Trime,2026-01-07T12:10:29.000Z,I did they many times but it did not help. The mat is slippery and I can’t get a firm grip on it without skidding. Can you help me?,0,0,2,28,,A-整体讨论,https://x.com/Sanjay_Trime/status/2008873874721751550,"[""@lululemon""]","[""https://x.com/lululemon/status/2008151951457071137""]",,,,True,有效 用户反馈Lululemon瑜伽垫防滑问题,en,
@queenAlly22,2026-01-06T21:00:46.000Z,I have a little proposition for all of my Lululemon-obsessed subbies... want to hear it?,21,0,0,4036,,A-整体讨论,https://x.com/queenAlly22/status/2008644935332098443,[],[],,,,True,有效 与Lululemon品牌相关英文原创提问,en,
@wearclarity,2026-01-05T19:19:30.000Z,"Ladies, you look better in beautiful dresses than in Lululemon. Try ours—everything is handmade and hand-dyed with vegetable dyes. No chemicals used. The way clothing should be. Soft, healthy, and with actual pockets.",12,1,2,1408,,A-整体讨论,https://x.com/wearclarity/status/2008257065941368911,"[""@thehealthb0t""]",[],,,,False,广告 推广自家服装并贬低Lululemon,en,
